Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;01;2007;F;D;64831;40;6927,69; INDEMNITES AUX AGENTS;SERVICES COMMUNS
VILLE;01;2008;F;R;70688;112;47354,46; AUTRES PRESTATIONS DE SERVICES;POLICE MUNICIPALE
VILLE;01;2011;F;D;6233;823;44533,92; FOIRES ET EXPOSITIONS;ESPACES VERTS URBAINS
VILLE;01;2007;F;R;758;823;123711,90; Produits divers de gestion cou;ESPACES VERTS URBAINS
VILLE;01;2011;F;D;6488;112;247129,50; AUTRES CHARGES;POLICE MUNICIPALE
VILLE;01;2005;I;D;205;814;1448,36; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;ECLAIRAGE PUBLIC
VILLE;01;2006;F;D;6574;95;1908000,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AIDES AU TOURISME
VILLE;01;2006;I;D;2313;64;580909,56; IMMOBILISATIONS EN COURS CONSTRUCTION;CRECHES ET GARDERIES
VILLE;01;2006;F;R;776;;1527638,39; DIFFERENCES SUR REALISATIONS (NEGATIVES) REPRISES AU COMPTE DE RESULTAT;
VILLE;01;2007;F;D;60222;020;303371,79; PRODUITS D'ENTRETIEN;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;64111;048;165032,83; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2011;F;D;60612;30;84234,09; ENERGIE ET ELECTRICITE;SERVICES COMMUNS
VILLE;01;2012;F;D;6238;251;14715,93; DIVERS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2006;F;D;60636;812;60,63; VETEMENTS DE TRAVAIL;COLLECTE ET TRAITEMENT DES ORDURES MENAGERES
VILLE;01;2012;F;D;6257;025;64,60; RECEPTIONS;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;01;2009;F;R;7067;421;86111,95; REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT;CENTRES DE LOISIRS
VILLE;01;2007;F;D;61523;822;866495,41; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;F;D;61522;823;61766,63; ENTRETIEN ET REPARATIONS BATIMENTS;ESPACES VERTS URBAINS
VILLE;01;2008;I;D;2315;822;8262302,13; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2009;F;R;758;816;8842,92; Produits divers de gestion cou;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2007;F;R;7488;;236375,43; AUTRES ATTRIBUTIONS, SUBVENTIONS ET PARTICIPATIONS;
VILLE;01;2008;F;D;64111;12;404315,75; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2012;F;D;6282;026;646,84; FRAIS DE GARDIENNAGE;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2008;F;D;617;823;1152,94; ETUDES ET RECHERCHES;ESPACES VERTS URBAINS
VILLE;01;2009;F;D;60623;64;315734,92; ALIMENTATION;CRECHES ET GARDERIES
VILLE;01;2009;F;D;6231;820;24205,60; ANNONCES ET INSERTIONS;SERVICES COMMUNS
VILLE;01;2011;F;D;6135;520;55805,92; LOCATIONS MOBILIERES;SERVICES COMMUNS
VILLE;01;2011;I;D;205;213;2086,69; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;CLASSES REGROUPEES
VILLE;01;2005;F;R;778;64;1222,06; AUTRES PRODUITS EXCEPTIONNELS;CRECHES ET GARDERIES
VILLE;01;2007;F;D;6331;022;32973,36; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2008;F;D;60612;822;6000,00; ENERGIE ET ELECTRICITE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2012;F;D;60631;421;1210,25; FOURNITURES D'ENTRETIEN;CENTRES DE LOISIRS
VILLE;01;2005;F;D;6042;821;118088,39; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;EQUIPEMENTS DE VOIRIE
VILLE;01;2006;F;D;6488;822;160622,60; AUTRES CHARGES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;F;D;6135;024;14885,43; LOCATIONS MOBILIERES;FETES ET CEREMONIES
VILLE;01;2009;I;D;2315;212;348624,33; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ECOLES PRIMAIRES
VILLE;01;2010;F;D;6182;422;7554,88; DOCUMENTATION GENERALE ET TECHNIQUE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2010;F;D;61523;64;1680,91; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;CRECHES ET GARDERIES
VILLE;01;2008;F;D;64131;91;166103,74; REMUNERATION;FOIRES ET MARCHES
VILLE;01;2010;F;D;6064;323;12462,68; FOURNITURES ADMINISTRATIVES;ARCHIVES
VILLE;01;2010;F;D;64118;822;1326426,95; AUTRES INDEMNITES PERSONNEL TITULAIRE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2009;F;D;65737;422;5700000,00; SUBVENTIONS DE FONCTIONNEMENT AUX AUTRES ETABLISSEMENTS PUBLICS LOCAUX;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2008;F;D;6156;822;171124,18; MAINTENANCE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;F;D;6238;91;119,60; DIVERS;FOIRES ET MARCHES
VILLE;01;2005;F;D;6135;823;851,40; LOCATIONS MOBILIERES;ESPACES VERTS URBAINS
VILLE;01;2006;F;D;6231;422;8555,95; ANNONCES ET INSERTIONS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2007;F;R;70631;40;10776,71; redevances et droits a caracte;SERVICES COMMUNS
VILLE;01;2007;I;R;1328;824;3309551,34; SUBV D EQUIPEMENT AUTRES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2010;I;R;21318;;107273,58; AUTRES BATIMENTS PUBLICS;
VILLE;01;2005;F;D;60612;30;50120,64; ENERGIE ET ELECTRICITE;SERVICES COMMUNS
VILLE;01;2012;F;D;6132;422;4988,40; LOCATIONS IMMOBILIERES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2008;F;D;6064;212;203877,96; FOURNITURES ADMINISTRATIVES;ECOLES PRIMAIRES
VILLE;01;2010;F;D;64111;422;1675728,56; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2008;F;D;6231;820;19186,70; ANNONCES ET INSERTIONS;SERVICES COMMUNS
VILLE;01;2010;I;D;2315;821;1585133,81; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;EQUIPEMENTS DE VOIRIE
VILLE;01;2005;F;D;60628;024;37208,07; AUTRES FOURNITURES NON STOCKEES;FETES ET CEREMONIES
VILLE;01;2008;F;D;60613;020;152889,59; CHAUFFAGE URBAIN;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;D;611;024;5242,00; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;FETES ET CEREMONIES
VILLE;01;2009;I;D;2188;813;510,42; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;PROPRETE URBAINE
VILLE;01;2009;F;D;6132;421;1200,00; LOCATIONS IMMOBILIERES;CENTRES DE LOISIRS
VILLE;01;2010;F;D;60631;411;7693,02; FOURNITURES D'ENTRETIEN;SALLES DE SPORT, GYMNASES
VILLE;01;2010;F;R;758;024;23661,59; Produits divers de gestion cou;FETES ET CEREMONIES
VILLE;01;2005;F;D;61522;91;89681,81; ENTRETIEN ET REPARATIONS BATIMENTS;FOIRES ET MARCHES
VILLE;01;2007;F;D;64112;212;155025,78; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECOLES PRIMAIRES
VILLE;01;2007;F;R;74718;;544748,94; AUTRES;
VILLE;01;2009;F;D;6228;64;4114,77; DIVERS;CRECHES ET GARDERIES
VILLE;01;2005;F;D;668;823;12,00; AUTRES CHARGES FINANCIERES;ESPACES VERTS URBAINS
VILLE;01;2011;F;R;758;312;12691,66; Produits divers de gestion cou;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2011;F;D;6283;020;84933,86; FRAIS DE NETTOYAGE DES LOCAUX;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;R;7718;12;471,50; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2012;I;R;165;;2687,58; DEPOTS ET CAUTIONNEMENTS RECUS;
VILLE;01;2012;F;D;60632;411;55144,33; FOURNITURES DE PETIT EQUIPEMENT;SALLES DE SPORT, GYMNASES
VILLE;01;2012;F;D;6225;020;11279,00; INDEMNITES AU COMPTABLE ET AUX REGISSEURS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;D;6241;30;40884,55; TRANSPORT DE BIENS;SERVICES COMMUNS
VILLE;01;2008;F;D;6451;212;2979687,60; COTISATIONS A L'URSSAF;ECOLES PRIMAIRES
VILLE;01;2008;I;D;2312;823;3798681,46; IMMOBILISATIONS EN COURS TERRAINS;ESPACES VERTS URBAINS
VILLE;01;2012;F;D;6488;816;12035,50; AUTRES CHARGES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2012;F;D;61551;112;288,60; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;POLICE MUNICIPALE
VILLE;01;2006;F;D;6331;820;27074,39; VERSEMENT DE TRANSPORT;SERVICES COMMUNS
VILLE;01;2006;F;R;7718;324;1014,95; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2009;F;D;6256;020;80162,11; MISSIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;F;D;6453;021;196667,98; COTISATIONS AUX CAISSES DE RETRAITES;ASSEMBLEE LOCALE
VILLE;01;2010;F;D;6453;820;462778,47; COTISATIONS AUX CAISSES DE RETRAITES;SERVICES COMMUNS
VILLE;01;2012;I;R;2182;;26791,03; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;
VILLE;01;2005;F;D;6064;322;1567,49; FOURNITURES ADMINISTRATIVES;MUSEES
VILLE;01;2006;F;R;74718;;26732,68; AUTRES;
VILLE;01;2006;I;R;1343;824;580109,00; PLAN D AMENAGEMENT D ENSEMBLE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;F;R;778;422;859,07; AUTRES PRODUITS EXCEPTIONNELS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2007;F;D;60636;816;34,94; VETEMENTS DE TRAVAIL;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2008;F;R;7088;024;315,60; AUTRES PRODUITS D ACTIVITES ANNEXES;FETES ET CEREMONIES
VILLE;01;2012;I;D;2121;211;3562,88; PLANTATIONS D'ARBRES ET D'ARBUSTES;ECOLES MATERNELLES
VILLE;01;2005;F;D;64831;412;7373,65; INDEMNITES AUX AGENTS;STADES
VILLE;01;2010;I;D;2031;824;1643473,87; FRAIS D'ETUDES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2009;F;D;60631;30;146,68; FOURNITURES D'ENTRETIEN;SERVICES COMMUNS
VILLE;01;2010;F;D;61523;422;3398,68; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2005;I;D;205;213;856,34; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;CLASSES REGROUPEES
VILLE;01;2005;F;D;60632;821;90970,95; FOURNITURES DE PETIT EQUIPEMENT;EQUIPEMENTS DE VOIRIE
VILLE;01;2006;I;R;1323;213;276475,50; SUBV EQUIP NON TRANSF DEPARTE;CLASSES REGROUPEES
VILLE;01;2009;F;D;64118;412;321639,83; AUTRES INDEMNITES PERSONNEL TITULAIRE;STADES
VILLE;01;2011;I;R;2805;;1781243,21; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES DROITS ET VALEURS SIMILAIRES;
VILLE;01;2006;F;D;61523;251;1142,90; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2008;F;D;6064;822;29955,73; FOURNITURES ADMINISTRATIVES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2010;F;R;70848;020;285200,91; MISE A DISPOSITION DU PERSONNEL AUX AUTRES ORGANISMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;6488;021;51543,00; AUTRES CHARGES;ASSEMBLEE LOCALE
VILLE;01;2005;F;D;6453;323;125524,51; COTISATIONS AUX CAISSES DE RETRAITES;ARCHIVES
VILLE;01;2006;F;D;6042;64;1164776,42; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;CRECHES ET GARDERIES
VILLE;01;2010;F;D;6331;023;15770,86; VERSEMENT DE TRANSPORT;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2005;F;D;60632;211;50690,08; FOURNITURES DE PETIT EQUIPEMENT;ECOLES MATERNELLES
VILLE;01;2010;F;R;70688;020;703,29; AUTRES PRESTATIONS DE SERVICES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;D;6042;020;1075613,00; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2007;F;D;64112;822;178590,07; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2009;F;D;6236;020;34969,91; CATALOGUES ET IMPRIMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;6236;64;1580,16; CATALOGUES ET IMPRIMES;CRECHES ET GARDERIES
VILLE;01;2011;F;D;60611;813;99999,14; EAU ET ASSAINISSSEMENT;PROPRETE URBAINE
VILLE;01;2012;F;D;64131;323;21111,87; REMUNERATION;ARCHIVES
VILLE;01;2005;I;D;2313;324;1257252,41; IMMOBILISATIONS EN COURS CONSTRUCTION;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2005;F;D;6064;024;803,97; FOURNITURES ADMINISTRATIVES;FETES ET CEREMONIES
VILLE;01;2010;F;D;64111;64;8883353,64; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;CRECHES ET GARDERIES
VILLE;01;2008;F;D;64118;30;112584,54; AUTRES INDEMNITES PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;01;2010;I;D;2031;821;1560,78; FRAIS D'ETUDES;EQUIPEMENTS DE VOIRIE
VILLE;01;2011;F;D;64731;020;129469,42; ALLOC CHOM;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2005;F;D;6042;91;348410,52; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;FOIRES ET MARCHES
VILLE;01;2012;I;D;275;;340852,50; AUTRES IMMOBILISATIONS FINANCIERES DEPOTS ET CAUTIONNEMENTS VERSES;
VILLE;01;2005;F;R;758;814;7074,00; Produits divers de gestion cou;ECLAIRAGE PUBLIC
VILLE;01;2009;F;R;74711;;75660,13; EMPLOIS JEUNES;
VILLE;01;2012;F;D;6574;824;111565,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;F;R;70688;823;89755,53; AUTRES PRESTATIONS DE SERVICES;ESPACES VERTS URBAINS
VILLE;01;2009;I;D;2188;024;38884,81; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;FETES ET CEREMONIES
VILLE;01;2010;F;D;6238;048;19620,12; DIVERS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2009;F;D;64112;023;12686,72; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2005;F;D;60632;12;340,09; FOURNITURES DE PETIT EQUIPEMENT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2009;F;D;64112;020;276403,77; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;6238;40;140007,26; DIVERS;SERVICES COMMUNS
VILLE;01;2008;F;D;6233;91;526226,86; FOIRES ET EXPOSITIONS;FOIRES ET MARCHES
VILLE;01;2011;F;D;60611;816;129150,35; EAU ET ASSAINISSSEMENT;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2008;F;R;7088;020;6482,21; AUTRES PRODUITS D ACTIVITES ANNEXES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;R;70688;251;279970,87; AUTRES PRESTATIONS DE SERVICES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2008;F;D;6236;90;5111,70; CATALOGUES ET IMPRIMES;INTERVENTIONS ECONOMIQUES
VILLE;01;2008;F;R;7718;814;29306,83; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;ECLAIRAGE PUBLIC
VILLE;01;2009;I;R;10224;;72483,00; VERSEMENT POUR DEPASSEMENT DU PLAFOND LEGAL DE DENSITE (PLD);
VILLE;01;2011;F;D;60632;415;7713,03; FOURNITURES DE PETIT EQUIPEMENT;MANIFESTATIONS SPORTIVES
VILLE;01;2011;F;D;6282;421;191,35; FRAIS DE GARDIENNAGE;CENTRES DE LOISIRS
VILLE;01;2009;F;D;6226;112;1479,39; HONORAIRES;POLICE MUNICIPALE
VILLE;01;2012;F;D;64112;810;7095,21; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SERVICES COMMUNS
VILLE;01;2007;I;D;2188;822;331598,05; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;F;D;6228;64;3310,53; DIVERS;CRECHES ET GARDERIES
VILLE;01;2012;I;D;2111;824;652484,67; TERRAINS NUS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2012;I;D;2051;816;299,00; CONCESSIONS ET DROITS SIMILAIRES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2005;F;D;60636;415;10107,86; VETEMENTS DE TRAVAIL;MANIFESTATIONS SPORTIVES
VILLE;01;2009;F;D;6451;12;90053,25; COTISATIONS A L'URSSAF;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2009;F;D;6236;023;62581,79; CATALOGUES ET IMPRIMES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2011;I;R;10223;;1778169,00; T.L.E.;
VILLE;01;2011;I;R;1321;824;141234,43; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2011;F;D;6718;415;25,00; AUTRES CHARGES EXCEPT SUR OPERATIONS DE GESTION;MANIFESTATIONS SPORTIVES
VILLE;01;2009;F;D;668;;52600,00; AUTRES CHARGES FINANCIERES;
VILLE;01;2009;F;R;7351;;4348509,90; TAXE SUR L'ELECTRICITE;
VILLE;01;2011;F;D;60624;020;414,98; PRODUITS DE TRAITEMENT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2007;F;D;627;020;41,57; SERVICES BANCAIRES ET ASSIMILES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;D;64131;048;85336,72; REMUNERATION;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2010;F;D;6574;025;174420,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;01;2005;F;D;6282;30;31744,86; FRAIS DE GARDIENNAGE;SERVICES COMMUNS
VILLE;01;2006;F;D;6042;024;347960,38; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;FETES ET CEREMONIES
VILLE;01;2011;I;R;16818;;62761,32; AUTRES EMPRUNTS AUTRES PRETEURS;
VILLE;01;2008;F;R;7473;;210640,00; SUBVENTIONS ET PARTICIPATIONS DEPARTEMENTS;
VILLE;01;2009;F;D;64111;323;485771,69; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ARCHIVES
VILLE;01;2010;F;D;6257;30;35533,71; RECEPTIONS;SERVICES COMMUNS
VILLE;01;2007;I;D;205;820;78596,44; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;SERVICES COMMUNS
VILLE;01;2007;I;D;2318;422;94353,90; AUTRES IMMOBILISATIONS CORPORELLES EN COURS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2008;F;D;611;020;286626,92; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;I;D;2315;822;7940849,37; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2010;F;D;6331;020;208922,41; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;6236;112;25600,37; CATALOGUES ET IMPRIMES;POLICE MUNICIPALE
VILLE;01;2005;F;D;6451;023;164367,81; COTISATIONS A L'URSSAF;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2009;F;D;73961;;6114421,12; REVERSEMENT ATTRIBUTION DE COMPENSATION;
VILLE;01;2010;F;D;60623;64;400014,08; ALIMENTATION;CRECHES ET GARDERIES
VILLE;01;2011;F;D;6236;422;25064,55; CATALOGUES ET IMPRIMES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2011;F;D;6238;30;1267608,84; DIVERS;SERVICES COMMUNS
VILLE;01;2012;F;R;70631;412;67334,40; redevances et droits a caracte;STADES
VILLE;01;2006;F;D;614;321;3634,00; CHARGES LOCATIVES ET DE COPROPRIETE;BIBLIOTHEQUES ET MEDIATHEQUES
VILLE;01;2007;F;D;60628;026;2095,26; AUTRES FOURNITURES NON STOCKEES;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2007;F;D;64131;422;242683,04; REMUNERATION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2008;F;R;758;823;129256,26; Produits divers de gestion cou;ESPACES VERTS URBAINS
VILLE;01;2011;F;R;752;822;1637914,84; REVENUS DES IMMEUBLES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2011;F;D;60628;412;34220,63; AUTRES FOURNITURES NON STOCKEES;STADES
VILLE;01;2005;F;D;6262;022;11847,73; FRAIS DE TELECOMMUNICATIONS;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2007;F;D;6574;64;27200,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;CRECHES ET GARDERIES
VILLE;01;2008;F;D;654;;322399,46; PERTES SUR CREANCES IRRECOUVRABLES;
VILLE;01;2008;F;D;6353;020;1578,00; IMPOTS INDIRECTS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;F;D;6156;824;1300,87; MAINTENANCE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2011;I;D;275;;53400,00; AUTRES IMMOBILISATIONS FINANCIERES DEPOTS ET CAUTIONNEMENTS VERSES;
VILLE;01;2005;F;D;64731;822;3918,00; ALLOC CHOM;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2007;F;R;757;822;8571913,21; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;I;D;2313;020;23186329,95; IMMOBILISATIONS EN COURS CONSTRUCTION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;D;64118;411;237818,44; AUTRES INDEMNITES PERSONNEL TITULAIRE;SALLES DE SPORT, GYMNASES
VILLE;01;2008;F;D;64112;412;68403,17; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;STADES
VILLE;01;2011;F;D;61551;412;2573,81; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;STADES
VILLE;01;2005;F;D;60612;814;2027057,40; ENERGIE ET ELECTRICITE;ECLAIRAGE PUBLIC
VILLE;01;2009;F;D;61521;020;35953,66; ENTRETIEN ET REPARATIONS SUR TERRAINS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;I;R;1321;414;9785,93; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
VILLE;01;2011;I;R;1328;020;187155,45; SUBV D EQUIPEMENT AUTRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;6574;64;16100,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;CRECHES ET GARDERIES
VILLE;01;2009;F;D;6182;323;159,98; DOCUMENTATION GENERALE ET TECHNIQUE;ARCHIVES
VILLE;01;2011;F;D;637;;96508,21; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);
VILLE;01;2012;F;R;7488;313;26712,00; AUTRES ATTRIBUTIONS, SUBVENTIONS ET PARTICIPATIONS;THEATRES
VILLE;01;2005;F;D;64731;412;8391,70; ALLOC CHOM;STADES
VILLE;01;2009;F;D;60628;251;195660,35; AUTRES FOURNITURES NON STOCKEES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2010;F;D;61522;211;308558,92; ENTRETIEN ET REPARATIONS BATIMENTS;ECOLES MATERNELLES
VILLE;01;2011;F;D;64731;023;16084,80; ALLOC CHOM;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2007;F;D;64111;30;314051,94; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;01;2009;F;D;6451;421;48650,62; COTISATIONS A L'URSSAF;CENTRES DE LOISIRS
VILLE;01;2011;F;D;6331;412;27760,49; VERSEMENT DE TRANSPORT;STADES
VILLE;01;2008;F;D;6064;026;1998,64; FOURNITURES ADMINISTRATIVES;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2011;I;R;21318;;899757,98; AUTRES BATIMENTS PUBLICS;
VILLE;01;2006;I;D;2315;212;348981,34; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ECOLES PRIMAIRES
VILLE;01;2010;F;D;6156;212;134348,79; MAINTENANCE;ECOLES PRIMAIRES
