Exercice;I_F;D_R;Nature;Fonction; BP ;Libellé fonction
2014;F;D;6281;520; 62 450,00    ;SERVICES COMMUNS
2014;F;D;6281;816; -      ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6281;823; 42 280,00    ;ESPACES VERTS URBAINS
2014;I;D;2031;20; 368 800,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2031;26; -      ;CIMETIERES ET POMPES FUNEBRES
2014;I;D;2031;112; -      ;POLICE MUNICIPALE
2014;I;D;2031;211; 100 000,00    ;ECOLES MATERNELLES
2014;I;D;2031;212; 85 000,00    ;ECOLES PRIMAIRES
2014;I;D;2031;213; 124 350,00    ;CLASSES REGROUPEES
2014;I;D;2031;822; 60 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;I;D;2031;823; 875 000,00    ;ESPACES VERTS URBAINS
2014;I;D;2031;824; 956 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;D;2031;91; 50 000,00    ;FOIRES ET MARCHES
2014;I;D;2031;422; -      ;AUTRES ACTIVITES POUR LES JEUNES
2014;I;D;2031;520; -      ;SERVICES COMMUNS
2014;I;D;2031;524; 223 947,00    ;AUTRES SERVICES
2014;I;D;2031;64; 125 000,00    ;CRECHES ET GARDERIES
2014;I;D;2031;816; -      ;AUTRES RESEAUX ET SERVICES DIVERS
2014;I;D;2031;821; -      ;EQUIPEMENTS DE VOIRIE
2014;I;D;2031;251; -      ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;I;D;2031;30; 545 881,00    ;SERVICES COMMUNS
2014;I;D;2031;323; 50 000,00    ;ARCHIVES
2014;I;D;2031;324; -      ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;D;2031;411; -      ;SALLES DE SPORT, GYMNASES
2014;I;D;2031;412; -      ;STADES
2014;F;D;6185;20; 4 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6185;48; 6 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6185;422; 2 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;R;7381;; 9 200 000,00    ;
2014;F;D;6282;20; 393 450,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6282;22; 4 000,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6282;24; 52 600,00    ;FETES ET CEREMONIES
2014;F;D;6282;25; 3 100,00    ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;F;D;6282;26; 200,00    ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;6282;48; 6 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6282;824; 300,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6282;90; 7 354,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6282;91; 190 000,00    ;FOIRES ET MARCHES
2014;F;D;6282;411; 10 850,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;6282;421; 250,00    ;CENTRES DE LOISIRS
2014;F;D;6282;422; 26 080,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6282;64; 13 000,00    ;CRECHES ET GARDERIES
2014;F;D;6282;814; 1 000,00    ;ECLAIRAGE PUBLIC
2014;F;D;6282;823; 194 200,00    ;ESPACES VERTS URBAINS
2014;F;D;6282;112; 9 000,00    ;POLICE MUNICIPALE
2014;F;D;6282;211; 32 487,00    ;ECOLES MATERNELLES
2014;F;D;6282;212; 23 887,00    ;ECOLES PRIMAIRES
2014;F;D;6282;251; 400,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6282;30; 300 000,00    ;SERVICES COMMUNS
2014;F;D;6282;313; 20 000,00    ;THEATRES
2014;F;D;6226;20; 45 100,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6226;48; 8 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6226;12; 7 500,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6226;251; 20 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6226;520; 87 100,00    ;SERVICES COMMUNS
2014;F;D;6226;64; -      ;CRECHES ET GARDERIES
2014;F;D;6226;820; 32 000,00    ;SERVICES COMMUNS
2014;F;D;6226;822; 9 120,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6226;823; 16 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6226;824; 2 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6241;20; 5 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6241;48; 2 500,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6241;211; 4 777,00    ;ECOLES MATERNELLES
2014;F;D;6241;212; 4 778,00    ;ECOLES PRIMAIRES
2014;F;D;6241;30; 80 000,00    ;SERVICES COMMUNS
2014;F;D;6241;313; 200,00    ;THEATRES
2014;F;D;6241;314; 10 000,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;6241;322; 3 000,00    ;MUSEES
2014;F;D;6241;64; -      ;CRECHES ET GARDERIES
2014;F;D;6241;823; 15 000,00    ;ESPACES VERTS URBAINS
2014;I;D;2121;823; 75 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6065;48; -      ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6065;211; 21 000,00    ;ECOLES MATERNELLES
2014;F;D;6065;212; 29 000,00    ;ECOLES PRIMAIRES
2014;F;D;6065;251; 7 500,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6065;30; 30 000,00    ;SERVICES COMMUNS
2014;F;D;6065;313; 1 400,00    ;THEATRES
2014;F;D;6065;322; 60 000,00    ;MUSEES
2014;F;D;6065;323; 1 400,00    ;ARCHIVES
2014;F;D;6065;421; 15 000,00    ;CENTRES DE LOISIRS
2014;F;D;6255;20; 36 998,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2118;524; 813 682,00    ;AUTRES SERVICES
2014;I;D;2118;816; -      ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6261;20; 410 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6261;22; 2 500,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6261;48; 1 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6261;422; 50,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6261;823; -      ;ESPACES VERTS URBAINS
2014;F;D;6236;20; 27 850,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6236;23; 88 000,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6236;48; 200,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6236;112; 21 000,00    ;POLICE MUNICIPALE
2014;F;D;6236;211; 4 200,00    ;ECOLES MATERNELLES
2014;F;D;6236;212; 31 000,00    ;ECOLES PRIMAIRES
2014;F;D;6236;822; 500,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6236;823; 12 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6236;824; 3 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6236;90; 14 000,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6236;421; 2 800,00    ;CENTRES DE LOISIRS
2014;F;D;6236;422; 35 250,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6236;520; 155 000,00    ;SERVICES COMMUNS
2014;F;D;6236;64; 1 500,00    ;CRECHES ET GARDERIES
2014;F;D;6236;820; 23 000,00    ;SERVICES COMMUNS
2014;F;D;6236;821; 700,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6236;251; -      ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6236;30; 160 000,00    ;SERVICES COMMUNS
2014;F;D;6236;314; 20 000,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;6236;323; 13 630,00    ;ARCHIVES
2014;F;D;6236;40; 10 900,00    ;SERVICES COMMUNS
2014;F;D;6236;415; 9 070,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;6064;20; 560 654,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6064;22; 27 500,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6064;24; 4 300,00    ;FETES ET CEREMONIES
2014;F;D;6064;26; 2 500,00    ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;6064;48; 1 400,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6064;112; 10 500,00    ;POLICE MUNICIPALE
2014;F;D;6064;821; 4 000,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6064;822; 12 250,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6064;823; 10 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6064;824; 1 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6064;422; 20 560,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6064;64; 15 000,00    ;CRECHES ET GARDERIES
2014;F;D;6064;810; 11 200,00    ;SERVICES COMMUNS
2014;F;D;6064;814; 1 500,00    ;ECLAIRAGE PUBLIC
2014;F;D;6064;816; 3 500,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6064;820; 18 000,00    ;SERVICES COMMUNS
2014;F;D;6064;313; 5 000,00    ;THEATRES
2014;F;D;6064;314; 2 000,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;6064;322; 5 000,00    ;MUSEES
2014;F;D;6064;323; 18 000,00    ;ARCHIVES
2014;F;D;6064;40; 8 200,00    ;SERVICES COMMUNS
2014;F;D;6064;421; 25 000,00    ;CENTRES DE LOISIRS
2014;F;D;6064;12; 5 800,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6064;211; 100 000,00    ;ECOLES MATERNELLES
2014;F;D;6064;212; 130 000,00    ;ECOLES PRIMAIRES
2014;F;D;6064;213; 7 000,00    ;CLASSES REGROUPEES
2014;F;D;6064;251; 42 240,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6064;30; 3 978,00    ;SERVICES COMMUNS
2014;I;D;2151;822; -      ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6256;20; 121 664,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6256;48; 7 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6256;422; 3 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6256;823; 3 000,00    ;ESPACES VERTS URBAINS
2014;I;R;1345;824; 15 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;D;2188;20; 129 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2188;22; 800,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;I;D;2188;23; 6 000,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;I;D;2188;24; 62 425,00    ;FETES ET CEREMONIES
2014;I;D;2188;26; -      ;CIMETIERES ET POMPES FUNEBRES
2014;I;D;2188;48; 4 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;I;D;2188;91; 19 000,00    ;FOIRES ET MARCHES
2014;I;R;2188;; -      ;
2014;I;D;2188;816; 1 000,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;I;D;2188;820; -      ;SERVICES COMMUNS
2014;I;D;2188;821; 702 670,00    ;EQUIPEMENTS DE VOIRIE
2014;I;D;2188;822; 180 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;I;D;2188;823; 151 000,00    ;ESPACES VERTS URBAINS
2014;I;D;2188;824; -      ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;D;2188;422; 41 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;I;D;2188;520; 45 000,00    ;SERVICES COMMUNS
2014;I;D;2188;524; 1 846 510,00    ;AUTRES SERVICES
2014;I;D;2188;64; 48 000,00    ;CRECHES ET GARDERIES
2014;I;D;2188;813; 20 000,00    ;PROPRETE URBAINE
2014;I;D;2188;814; 600 000,00    ;ECLAIRAGE PUBLIC
2014;I;D;2188;313; -      ;THEATRES
2014;I;D;2188;322; -      ;MUSEES
2014;I;D;2188;323; -      ;ARCHIVES
2014;I;D;2188;324; 40 000,00    ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;D;2188;412; 100 000,00    ;STADES
2014;I;D;2188;421; 50 000,00    ;CENTRES DE LOISIRS
2014;I;D;2188;112; 41 580,00    ;POLICE MUNICIPALE
2014;I;D;2188;12; 15 000,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;I;D;2188;211; 80 000,00    ;ECOLES MATERNELLES
2014;I;D;2188;212; 56 000,00    ;ECOLES PRIMAIRES
2014;I;D;2188;213; 8 000,00    ;CLASSES REGROUPEES
2014;I;D;2188;251; 38 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6533;21; 86 862,00    ;ASSEMBLEE LOCALE
2014;F;D;6554;12; 265 000,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;I;D;2128;26; 50 000,00    ;CIMETIERES ET POMPES FUNEBRES
2014;I;D;2128;412; -      ;STADES
2014;F;D;6042;20; 450 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6042;421; 320 000,00    ;CENTRES DE LOISIRS
2014;F;D;6042;422; 50 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6042;64; 2 434 740,00    ;CRECHES ET GARDERIES
2014;I;R;2802;; 98 610,00    ;
2014;F;D;6284;813; 587 000,00    ;PROPRETE URBAINE
2014;I;D;2111;824; 1 100 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;R;2111;; -      ;
2014;F;D;6712;20; 654,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2184;20; 110 925,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2184;48; 3 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;I;D;2184;12; -      ;HYGIENE ET SALUBRITE PUBLIQUE
2014;I;D;2184;211; 223 000,00    ;ECOLES MATERNELLES
2014;I;D;2184;212; 253 000,00    ;ECOLES PRIMAIRES
2014;I;D;2184;213; -      ;CLASSES REGROUPEES
2014;I;D;2184;64; 30 600,00    ;CRECHES ET GARDERIES
2014;I;D;2184;823; 50 000,00    ;ESPACES VERTS URBAINS
2014;I;D;2184;251; 12 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;I;D;2184;322; -      ;MUSEES
2014;I;D;2184;324; -      ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;D;2184;411; -      ;SALLES DE SPORT, GYMNASES
2014;I;D;2184;421; 5 000,00    ;CENTRES DE LOISIRS
2014;I;D;2184;422; 47 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6355;20; 18 620,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6355;422; 500,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6225;20; 15 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;R;7362;; 1 300 000,00    ;
2014;F;R;7325;; 1 441 200,00    ;
2014;I;R;1323;324; -      ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;R;1323;414; -      ;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
2014;I;R;1323;64; -      ;CRECHES ET GARDERIES
2014;I;R;1323;822; -      ;VOIRIE COMMUNALE ET ROUTES
2014;I;R;1323;824; -      ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;D;20422;25; -      ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;I;D;20422;411; -      ;SALLES DE SPORT, GYMNASES
2014;I;D;20422;824; 5 147 274,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;D;16441;; 21 328 900,00    ;
2014;I;R;16441;; 21 328 900,00    ;
2014;I;D;20421;824; 100 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;R;74712;; -      ;
2014;F;R;74712;20; 600 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;R;74711;; 70 000,00    ;
2014;F;D;61551;20; 174 544,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;61551;112; 1 000,00    ;POLICE MUNICIPALE
2014;F;D;61551;251; 23 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;61551;412; 2 730,00    ;STADES
2014;F;D;61551;821; 400,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;61551;822; 1 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;61551;823; 40 000,00    ;ESPACES VERTS URBAINS
2014;F;R;74718;; 10 000,00    ;
2014;F;R;74718;20; 10 500,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;R;74718;22; 223 070,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;66112;; 680 000,00    ;
2014;F;D;73921;; 6 141 200,00    ;
2014;I;R;13251;322; 191 000,00    ;MUSEES
2014;I;R;13251;822; -      ;VOIRIE COMMUNALE ET ROUTES
2014;I;R;13251;824; 80 951,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;R;74758;; 905 700,00    ;
2014;I;R;13258;91; -      ;FOIRES ET MARCHES
2014;F;R;73111;; 181 117 300,00    ;
2014;F;D;66111;; 7 300 000,00    ;
2014;F;D;61558;20; 27 488,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;61558;24; 21 159,00    ;FETES ET CEREMONIES
2014;F;D;61558;48; 15 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;61558;112; 10 000,00    ;POLICE MUNICIPALE
2014;F;D;61558;211; 10 000,00    ;ECOLES MATERNELLES
2014;F;D;61558;212; 4 583,00    ;ECOLES PRIMAIRES
2014;F;D;61558;64; 46 000,00    ;CRECHES ET GARDERIES
2014;F;D;61558;814; 5 400,00    ;ECLAIRAGE PUBLIC
2014;F;D;61558;821; 375,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;61558;822; 3 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;61558;823; 11 000,00    ;ESPACES VERTS URBAINS
2014;F;D;61558;251; 42 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;61558;313; 1 500,00    ;THEATRES
2014;F;D;61558;322; 3 000,00    ;MUSEES
2014;F;D;61558;40; 8 200,00    ;SERVICES COMMUNS
2014;F;D;61558;415; 1 820,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;61558;422; 7 500,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;I;R;28031;; 615 116,00    ;
2014;I;R;28184;; 531 651,00    ;
2014;I;D;21312;211; 2 593 207,00    ;ECOLES MATERNELLES
2014;I;D;21312;212; 1 920 693,00    ;ECOLES PRIMAIRES
2014;I;D;21312;213; 1 601 000,00    ;CLASSES REGROUPEES
2014;F;D;64131;20; 2 164 223,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;64131;21; 91 825,00    ;ASSEMBLEE LOCALE
2014;F;D;64131;22; 236 514,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;64131;23; 593 235,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;64131;24; 37 160,00    ;FETES ET CEREMONIES
2014;F;D;64131;48; 184 438,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;64131;821; 66 438,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;64131;822; 69 295,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;64131;823; 637 615,00    ;ESPACES VERTS URBAINS
2014;F;D;64131;91; 11 516,00    ;FOIRES ET MARCHES
2014;F;D;64131;421; 11 129,00    ;CENTRES DE LOISIRS
2014;F;D;64131;422; 1 787 176,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;64131;64; 3 047 092,00    ;CRECHES ET GARDERIES
2014;F;D;64131;810; 80 429,00    ;SERVICES COMMUNS
2014;F;D;64131;814; 6 969,00    ;ECLAIRAGE PUBLIC
2014;F;D;64131;820; 177 751,00    ;SERVICES COMMUNS
2014;F;D;64131;312; 31 023,00    ;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2014;F;D;64131;313; 214 000,00    ;THEATRES
2014;F;D;64131;323; 22 297,00    ;ARCHIVES
2014;F;D;64131;40; 8 177,00    ;SERVICES COMMUNS
2014;F;D;64131;411; 81 836,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;64131;412; 16 769,00    ;STADES
2014;F;D;64131;112; 114 074,00    ;POLICE MUNICIPALE
2014;F;D;64131;12; 45 907,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;64131;211; 87 462,00    ;ECOLES MATERNELLES
2014;F;D;64131;212; 3 920 446,00    ;ECOLES PRIMAIRES
2014;F;D;64131;251; 354 644,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;64131;30; 486 377,00    ;SERVICES COMMUNS
2014;F;D;60636;20; 51 788,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;60636;24; 17 500,00    ;FETES ET CEREMONIES
2014;F;D;60636;26; 11 000,00    ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;60636;48; -      ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;60636;112; 110 000,00    ;POLICE MUNICIPALE
2014;F;D;60636;12; 1 600,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;60636;821; 6 000,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;60636;822; 1 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;60636;823; 50 000,00    ;ESPACES VERTS URBAINS
2014;F;D;60636;91; 1 000,00    ;FOIRES ET MARCHES
2014;F;D;60636;422; 2 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;60636;64; 22 500,00    ;CRECHES ET GARDERIES
2014;F;D;60636;810; 700,00    ;SERVICES COMMUNS
2014;F;D;60636;813; 4 500,00    ;PROPRETE URBAINE
2014;F;D;60636;814; 6 500,00    ;ECLAIRAGE PUBLIC
2014;F;D;60636;816; 300,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;60636;213; 50 000,00    ;CLASSES REGROUPEES
2014;F;D;60636;251; 20 500,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;60636;30; 2 000,00    ;SERVICES COMMUNS
2014;F;D;60636;323; 200,00    ;ARCHIVES
2014;F;D;60636;40; 10 000,00    ;SERVICES COMMUNS
2014;F;D;60636;415; 9 080,00    ;MANIFESTATIONS SPORTIVES
2014;F;R;74834;; 1 422 400,00    ;
2014;I;R;28182;; 714 018,00    ;
2014;F;R;70631;40; 4 950,00    ;SERVICES COMMUNS
2014;F;R;70631;411; 176 000,00    ;SALLES DE SPORT, GYMNASES
2014;F;R;70631;412; 60 000,00    ;STADES
2014;F;R;70631;422; 7 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;R;70321;524; 20 000,00    ;AUTRES SERVICES
2014;F;R;70321;822; 70 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;R;70321;91; 60 720,00    ;FOIRES ET MARCHES
2014;F;R;70848;20; 306 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;60632;20; 573 709,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;60632;22; 800,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;60632;24; 29 254,00    ;FETES ET CEREMONIES
2014;F;D;60632;26; 1 000,00    ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;60632;48; 2 500,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;60632;112; 15 000,00    ;POLICE MUNICIPALE
2014;F;D;60632;816; 900,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;60632;821; 43 400,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;60632;822; 16 250,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;60632;823; 230 000,00    ;ESPACES VERTS URBAINS
2014;F;D;60632;824; -      ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;60632;91; 5 000,00    ;FOIRES ET MARCHES
2014;F;D;60632;421; 28 000,00    ;CENTRES DE LOISIRS
2014;F;D;60632;422; 54 540,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;60632;64; 78 000,00    ;CRECHES ET GARDERIES
2014;F;D;60632;810; 1 000,00    ;SERVICES COMMUNS
2014;F;D;60632;813; 1 500,00    ;PROPRETE URBAINE
2014;F;D;60632;814; 149 000,00    ;ECLAIRAGE PUBLIC
2014;F;D;60632;314; 4 500,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;60632;322; 10 000,00    ;MUSEES
2014;F;D;60632;323; 4 000,00    ;ARCHIVES
2014;F;D;60632;411; 49 300,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;60632;412; 15 080,00    ;STADES
2014;F;D;60632;415; 9 080,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;60632;12; 200,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;60632;211; 90 772,00    ;ECOLES MATERNELLES
2014;F;D;60632;212; 60 500,00    ;ECOLES PRIMAIRES
2014;F;D;60632;251; 44 400,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;60632;30; 36 000,00    ;SERVICES COMMUNS
2014;F;D;60632;313; 15 000,00    ;THEATRES
2014;I;R;10222;; 9 300 000,00    ;
2014;F;D;64118;20; 4 033 789,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;64118;21; 269 715,00    ;ASSEMBLEE LOCALE
2014;F;D;64118;22; 553 478,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;64118;23; 241 300,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;64118;24; 367 156,00    ;FETES ET CEREMONIES
2014;F;D;64118;48; 79 062,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;64118;820; 530 080,00    ;SERVICES COMMUNS
2014;F;D;64118;821; 334 231,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;64118;822; 1 304 295,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;64118;823; 1 714 701,00    ;ESPACES VERTS URBAINS
2014;F;D;64118;824; 31 067,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;64118;91; 303 625,00    ;FOIRES ET MARCHES
2014;F;D;64118;421; 29 785,00    ;CENTRES DE LOISIRS
2014;F;D;64118;422; 758 825,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;64118;64; 2 435 301,00    ;CRECHES ET GARDERIES
2014;F;D;64118;810; 75 501,00    ;SERVICES COMMUNS
2014;F;D;64118;814; 268 145,00    ;ECLAIRAGE PUBLIC
