Exercice;I_F;D_R;Nature;Sous-fontion;Montant;Libellé fonction
2012;F;1;6488;24;56836;FETES ET CEREMONIES
2012;F;1;6488;48;11493;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6488;112;237019;POLICE MUNICIPALE
2012;F;1;6488;12;27589;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;6488;211;6901;ECOLES MATERNELLES
2012;F;1;6488;212;319549;ECOLES PRIMAIRES
2012;F;1;6488;251;1449;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6488;30;40617;SERVICES COMMUNS
2012;F;1;6488;312;12266;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;6488;323;31742;ARCHIVES
2012;F;1;6488;40;28642;SERVICES COMMUNS
2012;F;1;6488;411;72230;SALLES DE SPORT, GYMNASES
2012;F;1;6488;412;106378;STADES
2012;F;1;6488;421;5804;CENTRES DE LOISIRS
2012;F;1;6488;422;223446;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6488;64;668446;CRECHES ET GARDERIES
2012;F;1;6488;810;8360;SERVICES COMMUNS
2012;F;1;6488;814;26137;ECLAIRAGE PUBLIC
2012;F;1;6488;816;21492;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;6488;820;94075;SERVICES COMMUNS
2012;F;1;6488;821;48135;EQUIPEMENTS DE VOIRIE
2012;F;1;6488;822;298950;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6488;823;347458;ESPACES VERTS URBAINS
2012;F;1;6488;824;11522;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6488;91;41672;FOIRES ET MARCHES
2012;F;1;6531;21;1052755;ASSEMBLEE LOCALE
2012;F;1;6532;21;27400;ASSEMBLEE LOCALE
2012;F;1;6532;48;80000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6532;90;25000;INTERVENTIONS ECONOMIQUES
2012;F;1;6533;21;66262;ASSEMBLEE LOCALE
2012;F;1;6535;21;35300;ASSEMBLEE LOCALE
2012;F;1;654;;500000;
2012;F;1;6554;12;260000;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;6558;212;1900;ECOLES PRIMAIRES
2012;F;1;6561;;135958;
2012;F;1;65733;520;198000;SERVICES COMMUNS
2012;F;1;657361;213;316423;CLASSES REGROUPEES
2012;F;1;657362;520;12327000;SERVICES COMMUNS
2012;F;1;65738;824;192180;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6574;20;905660;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6574;25;311980;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2012;F;1;6574;48;268160;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6574;211;709670;ECOLES MATERNELLES
2012;F;1;6574;212;1116520;ECOLES PRIMAIRES
2012;F;1;6574;213;314760;CLASSES REGROUPEES
2012;F;1;6574;30;1864250;SERVICES COMMUNS
2012;F;1;6574;40;1617400;SERVICES COMMUNS
2012;F;1;6574;422;101750;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6574;520;1101340;SERVICES COMMUNS
2012;F;1;6574;524;46070;AUTRES SERVICES
2012;F;1;6574;824;101630;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6574;833;21490;PRESERVATION DU MILIEU NATUREL
2012;F;1;6574;90;77020;INTERVENTIONS ECONOMIQUES
2012;F;1;6574;95;2194300;AIDES AU TOURISME
2012;F;1;658;20;73000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;658;12;10000;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;658;211;25000;ECOLES MATERNELLES
2012;F;1;658;30;25000;SERVICES COMMUNS
2012;F;1;658;313;100;THEATRES
2012;F;1;658;324;200000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;F;1;658;411;150000;SALLES DE SPORT, GYMNASES
2012;F;1;658;422;4200;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;658;520;290200;SERVICES COMMUNS
2012;F;1;658;64;403000;CRECHES ET GARDERIES
2012;F;1;658;822;839000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;658;91;30000;FOIRES ET MARCHES
2012;F;1;66111;;8000000;
2012;F;1;66112;;500000;
2012;F;1;6615;;250000;
2012;F;1;668;;123000;
2012;F;1;6713;520;30000;SERVICES COMMUNS
2012;F;1;6714;48;21000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6714;422;14855;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6718;20;92415;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;673;;300000;
2012;F;1;678;;47800;
2012;F;1;678;20;200;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;678;251;5500;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;678;64;5000;CRECHES ET GARDERIES
2012;F;1;678;823;1000;ESPACES VERTS URBAINS
2012;F;1;6811;;11136294,79;
2012;F;1;739111;;6141200;
2012;F;1;6419;20;60000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6419;313;6000;THEATRES
2012;F;1;6419;421;22000;CENTRES DE LOISIRS
2012;F;1;6419;422;75000;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6459;20;34233;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70311;26;446000;CIMETIERES ET POMPES FUNEBRES
2012;F;1;70312;26;76000;CIMETIERES ET POMPES FUNEBRES
2012;F;1;70321;112;20000;POLICE MUNICIPALE
2012;F;1;70321;822;30000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;70321;91;60720;FOIRES ET MARCHES
2012;F;1;70323;20;1900360;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70323;30;4000;SERVICES COMMUNS
2012;F;1;70323;821;619000;EQUIPEMENTS DE VOIRIE
2012;F;1;70323;822;2771400;VOIRIE COMMUNALE ET ROUTES
2012;F;1;70323;91;2711446;FOIRES ET MARCHES
2012;F;1;70328;311;22500;EXPRESSION MUSICALE, LYRIQUE ET CHOREGRAPHIQUE
2012;F;1;70328;91;450000;FOIRES ET MARCHES
2012;F;1;7062;30;9500;SERVICES COMMUNS
2012;F;1;7062;313;85000;THEATRES
2012;F;1;7062;314;60000;CINEMAS ET AUTRES SALLES DE SPECTACLES
2012;F;1;7062;323;1200;ARCHIVES
2012;F;1;70631;40;4000;SERVICES COMMUNS
2012;F;1;70631;411;176000;SALLES DE SPORT, GYMNASES
2012;F;1;70631;412;67000;STADES
2012;F;1;70632;823;450000;ESPACES VERTS URBAINS
2012;F;1;7066;20;37588;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;7066;422;36853;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;7066;64;2900000;CRECHES ET GARDERIES
2012;F;1;7067;251;3530000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;7067;421;661784;CENTRES DE LOISIRS
2012;F;1;70688;20;400;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70688;251;168000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;70688;823;18000;ESPACES VERTS URBAINS
2012;F;1;70841;20;30000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70848;20;130000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70873;20;80000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70878;20;378875;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;70878;520;40000;SERVICES COMMUNS
2012;F;1;70878;822;35000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;7088;20;3000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;7088;30;1000;SERVICES COMMUNS
2012;F;1;7088;422;466900;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;7311;;172000000;
2012;F;1;7337;822;4500000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;7343;;50000;
2012;F;1;7351;;4108000;
2012;F;1;7362;;930000;
2012;F;1;7368;;950000;
2012;F;1;7381;;9200000;
2012;F;1;7411;;50080000;
2012;F;1;74123;;10400000;
2012;F;1;74127;;3730000;
2012;F;1;7413;;50000;
2012;F;1;745;;10000;
2012;F;1;746;;1212248;
2012;F;1;74718;;75000;
2012;F;1;74718;22;225040;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;7473;;131000;
2012;F;1;7473;422;844000;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;7473;520;207000;SERVICES COMMUNS
2012;F;1;74758;;727000;
2012;F;1;7476;213;286423;CLASSES REGROUPEES
2012;F;1;7478;;9886725;
2012;F;1;7478;421;1030000;CENTRES DE LOISIRS
2012;F;1;7482;;20000;
2012;F;1;74833;;1140000;
2012;F;1;74834;;1600000;
2012;F;1;74835;;5060000;
2012;F;1;7488;251;68600;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;752;20;978359;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;752;213;3870;CLASSES REGROUPEES
2012;F;1;752;30;13500;SERVICES COMMUNS
2012;F;1;752;422;117000;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;752;822;1342960;VOIRIE COMMUNALE ET ROUTES
2012;F;1;757;20;230000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;757;112;50000;POLICE MUNICIPALE
2012;F;1;757;821;1028919;EQUIPEMENTS DE VOIRIE
2012;F;1;757;822;1962000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;757;90;157100;INTERVENTIONS ECONOMIQUES
2012;F;1;757;91;210000;FOIRES ET MARCHES
2012;F;1;758;20;393801;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;758;21;24638;ASSEMBLEE LOCALE
2012;F;1;758;22;56354;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;758;23;19750;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;758;24;23545;FETES ET CEREMONIES
2012;F;1;758;48;5329;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;758;112;109924;POLICE MUNICIPALE
2012;F;1;758;12;12964;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;758;211;58509;ECOLES MATERNELLES
2012;F;1;758;212;276371;ECOLES PRIMAIRES
2012;F;1;758;251;995;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;758;30;14427;SERVICES COMMUNS
2012;F;1;758;312;6929;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;758;323;13933;ARCHIVES
2012;F;1;758;40;8872;SERVICES COMMUNS
2012;F;1;758;411;26782;SALLES DE SPORT, GYMNASES
2012;F;1;758;412;37795;STADES
2012;F;1;758;421;3466;CENTRES DE LOISIRS
2012;F;1;758;422;53732;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;758;64;305007;CRECHES ET GARDERIES
2012;F;1;758;810;2164;SERVICES COMMUNS
2012;F;1;758;814;13666;ECLAIRAGE PUBLIC
2012;F;1;758;816;8072;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;758;820;43575;SERVICES COMMUNS
2012;F;1;758;821;24166;EQUIPEMENTS DE VOIRIE
2012;F;1;758;822;179722;VOIRIE COMMUNALE ET ROUTES
2012;F;1;758;823;145291;ESPACES VERTS URBAINS
2012;F;1;758;824;5425;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;758;91;101673;FOIRES ET MARCHES
2012;F;1;761;;11000;
2012;F;1;764;;1000;
2012;F;1;7711;823;7000;ESPACES VERTS URBAINS
2012;F;1;7718;20;70700;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;773;20;100;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;7788;20;75500;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;7788;251;2000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;7788;822;360000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;7788;832;50000;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
2012;I;1;1;;0;
2012;I;1;1343;824;25000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1641;;12000000;
2012;I;1;16441;;24120468,4;
2012;I;1;165;;15040;
2012;I;1;16818;;40000;
2012;I;1;16878;;92500;
2012;I;1;202;20;34000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;202;112;0;POLICE MUNICIPALE
2012;I;1;202;821;0;EQUIPEMENTS DE VOIRIE
2012;I;1;202;824;10000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2031;20;507800;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2031;112;75000;POLICE MUNICIPALE
2012;I;1;2031;211;475000;ECOLES MATERNELLES
2012;I;1;2031;212;85000;ECOLES PRIMAIRES
2012;I;1;2031;213;1000000;CLASSES REGROUPEES
2012;I;1;2031;30;300000;SERVICES COMMUNS
2012;I;1;2031;322;0;MUSEES
2012;I;1;2031;324;55000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2031;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;2031;412;0;STADES
2012;I;1;2031;520;0;SERVICES COMMUNS
2012;I;1;2031;64;0;CRECHES ET GARDERIES
2012;I;1;2031;814;0;ECLAIRAGE PUBLIC
2012;I;1;2031;816;170000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2031;821;0;EQUIPEMENTS DE VOIRIE
2012;I;1;2031;822;30000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2031;823;0;ESPACES VERTS URBAINS
2012;I;1;2031;824;1457000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2031;830;0;SERVICES COMMUNS
2012;I;1;2031;91;25000;FOIRES ET MARCHES
2012;I;1;2033;20;35000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2033;26;5000;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2033;112;0;POLICE MUNICIPALE
2012;I;1;2033;211;0;ECOLES MATERNELLES
2012;I;1;2033;212;0;ECOLES PRIMAIRES
2012;I;1;2033;213;0;CLASSES REGROUPEES
2012;I;1;2033;30;0;SERVICES COMMUNS
2012;I;1;2033;322;0;MUSEES
2012;I;1;2033;324;8000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2033;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;2033;412;0;STADES
2012;I;1;2033;414;0;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
2012;I;1;2033;520;0;SERVICES COMMUNS
2012;I;1;2033;64;0;CRECHES ET GARDERIES
2012;I;1;2033;816;0;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2033;821;1170;EQUIPEMENTS DE VOIRIE
2012;I;1;2033;822;5000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2033;823;0;ESPACES VERTS URBAINS
2012;I;1;2033;824;0;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;20418;824;1148800;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2042;25;80000;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2012;I;1;2042;824;4328274;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;205;20;350200;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;205;22;1169,4;ADMINISTRATION GENERALE DE L'ETAT
2012;I;1;205;23;4000;INFORMATION, COMMUNICATION, PUBLICITE
2012;I;1;205;112;17940;POLICE MUNICIPALE
2012;I;1;205;213;5600;CLASSES REGROUPEES
2012;I;1;205;251;0;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;205;422;20000;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;205;64;10000;CRECHES ET GARDERIES
2012;I;1;205;810;0;SERVICES COMMUNS
2012;I;1;205;816;0;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;205;820;0;SERVICES COMMUNS
2012;I;1;205;822;40000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;205;823;0;ESPACES VERTS URBAINS
2012;I;1;205;824;60000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;205;91;50000;FOIRES ET MARCHES
2012;I;1;2111;824;987830;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2113;823;0;ESPACES VERTS URBAINS
2012;I;1;2121;20;0;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2121;211;0;ECOLES MATERNELLES
2012;I;1;2121;212;0;ECOLES PRIMAIRES
2012;I;1;2121;816;0;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2121;823;73600;ESPACES VERTS URBAINS
2012;I;1;2128;26;245000;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2128;324;0;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2128;412;900000;STADES
2012;I;1;2128;414;0;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
2012;I;1;2128;823;0;ESPACES VERTS URBAINS
2012;I;1;21311;20;900000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;21318;20;80000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2135;20;1997000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2135;48;4000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;I;1;2135;251;0;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2135;30;0;SERVICES COMMUNS
2012;I;1;2135;324;40000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2135;40;0;SERVICES COMMUNS
2012;I;1;2135;411;400000;SALLES DE SPORT, GYMNASES
2012;I;1;2135;414;0;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
2012;I;1;2135;422;150000;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;2135;64;370000;CRECHES ET GARDERIES
2012;I;1;2135;816;291000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2135;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2135;823;80000;ESPACES VERTS URBAINS
2012;I;1;2135;824;500000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2135;91;0;FOIRES ET MARCHES
2012;I;1;2138;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;2138;816;120000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2138;824;1858770;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2151;822;2000000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;21531;212;0;ECOLES PRIMAIRES
2012;I;1;21531;816;100000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;21532;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;21534;821;0;EQUIPEMENTS DE VOIRIE
2012;I;1;21568;20;0;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;21568;211;3000;ECOLES MATERNELLES
2012;I;1;21568;30;0;SERVICES COMMUNS
2012;I;1;21568;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;21568;422;0;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;21568;823;50000;ESPACES VERTS URBAINS
2012;I;1;2161;64;0;CRECHES ET GARDERIES
2012;I;1;2168;323;8000;ARCHIVES
2012;I;1;2168;324;10000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2182;20;575000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2182;112;1000;POLICE MUNICIPALE
2012;I;1;2182;251;0;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2182;814;70000;ECLAIRAGE PUBLIC
2012;I;1;2182;823;80000;ESPACES VERTS URBAINS
2012;I;1;2183;20;820000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2183;22;0;ADMINISTRATION GENERALE DE L'ETAT
2012;I;1;2183;23;0;INFORMATION, COMMUNICATION, PUBLICITE
2012;I;1;2183;26;0;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2183;112;264850;POLICE MUNICIPALE
2012;I;1;2183;211;30000;ECOLES MATERNELLES
2012;I;1;2183;212;115000;ECOLES PRIMAIRES
2012;I;1;2183;251;0;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2183;323;0;ARCHIVES
2012;I;1;2183;421;856;CENTRES DE LOISIRS
2012;I;1;2183;422;181000;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;2183;64;2000;CRECHES ET GARDERIES
2012;I;1;2183;813;2000;PROPRETE URBAINE
2012;I;1;2183;820;0;SERVICES COMMUNS
2012;I;1;2183;823;3200;ESPACES VERTS URBAINS
2012;I;1;2183;824;0;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2183;91;0;FOIRES ET MARCHES
2012;I;1;2184;20;78844,19;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2184;24;0;FETES ET CEREMONIES
2012;I;1;2184;26;0;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2184;48;3000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;I;1;2184;211;223000;ECOLES MATERNELLES
2012;I;1;2184;212;253000;ECOLES PRIMAIRES
2012;I;1;2184;213;0;CLASSES REGROUPEES
2012;I;1;2184;251;15000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2184;30;0;SERVICES COMMUNS
2012;I;1;2184;324;0;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2184;414;0;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
2012;I;1;2184;421;10000;CENTRES DE LOISIRS
2012;I;1;2184;422;57000;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;2184;64;25000;CRECHES ET GARDERIES
2012;I;1;2184;823;55400;ESPACES VERTS URBAINS
2012;I;1;2185;823;0;ESPACES VERTS URBAINS
2012;I;1;2188;20;141400;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2188;22;1000;ADMINISTRATION GENERALE DE L'ETAT
2012;I;1;2188;23;17000;INFORMATION, COMMUNICATION, PUBLICITE
2012;I;1;2188;24;83785,64;FETES ET CEREMONIES
2012;I;1;2188;26;4000;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2188;48;3000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;I;1;2188;112;50400;POLICE MUNICIPALE
2012;I;1;2188;12;15000;HYGIENE ET SALUBRITE PUBLIQUE
2012;I;1;2188;211;43085;ECOLES MATERNELLES
2012;I;1;2188;212;37840;ECOLES PRIMAIRES
2012;I;1;2188;213;8000;CLASSES REGROUPEES
2012;I;1;2188;251;109000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2188;322;0;MUSEES
2012;I;1;2188;323;0;ARCHIVES
2012;I;1;2188;324;40000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2188;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;2188;412;145000;STADES
2012;I;1;2188;421;20000;CENTRES DE LOISIRS
2012;I;1;2188;422;58000;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;2188;520;0;SERVICES COMMUNS
2012;I;1;2188;64;38000;CRECHES ET GARDERIES
2012;I;1;2188;810;0;SERVICES COMMUNS
2012;I;1;2188;814;430000;ECLAIRAGE PUBLIC
2012;I;1;2188;816;1000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2188;820;0;SERVICES COMMUNS
2012;I;1;2188;821;575000;EQUIPEMENTS DE VOIRIE
2012;I;1;2188;822;180000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2188;823;98300;ESPACES VERTS URBAINS
2012;I;1;2188;91;19000;FOIRES ET MARCHES
2012;I;1;2312;26;230000;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2312;211;503085;ECOLES MATERNELLES
2012;I;1;2312;212;296570;ECOLES PRIMAIRES
2012;I;1;2312;412;500000;STADES
2012;I;1;2312;414;0;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
2012;I;1;2312;64;60000;CRECHES ET GARDERIES
2012;I;1;2312;823;1740000;ESPACES VERTS URBAINS
2012;I;1;2312;91;0;FOIRES ET MARCHES
2012;I;1;2313;20;4091880;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2313;26;16000;CIMETIERES ET POMPES FUNEBRES
2012;I;1;2313;48;2600;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;I;1;2313;12;0;HYGIENE ET SALUBRITE PUBLIQUE
2012;I;1;2313;211;5615330;ECOLES MATERNELLES
2012;I;1;2313;212;5097000;ECOLES PRIMAIRES
2012;I;1;2313;213;4380000;CLASSES REGROUPEES
2012;I;1;2313;251;316000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2313;30;0;SERVICES COMMUNS
2012;I;1;2313;313;0;THEATRES
2012;I;1;2313;322;1000000;MUSEES
2012;I;1;2313;324;291510,37;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2313;411;3325000;SALLES DE SPORT, GYMNASES
2012;I;1;2313;412;0;STADES
2012;I;1;2313;421;20196;CENTRES DE LOISIRS
2012;I;1;2313;422;160000;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;2313;520;0;SERVICES COMMUNS
2012;I;1;2313;64;1545000;CRECHES ET GARDERIES
2012;I;1;2313;814;593000;ECLAIRAGE PUBLIC
2012;I;1;2313;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2313;823;270000;ESPACES VERTS URBAINS
2012;I;1;2313;824;2030167;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2313;91;11000;FOIRES ET MARCHES
2012;I;1;2315;20;568400;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2315;212;222400;ECOLES PRIMAIRES
2012;I;1;2315;251;0;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;I;1;2315;810;1200000;SERVICES COMMUNS
2012;I;1;2315;813;171000;PROPRETE URBAINE
2012;I;1;2315;814;1210000;ECLAIRAGE PUBLIC
2012;I;1;2315;816;1318000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;2315;821;3367000;EQUIPEMENTS DE VOIRIE
2012;I;1;2315;822;7533000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2315;824;11267000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2315;91;151000;FOIRES ET MARCHES
2012;I;1;2316;323;20000;ARCHIVES
2012;I;1;2316;324;25000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;2318;112;600000;POLICE MUNICIPALE
2012;I;1;2318;422;0;AUTRES ACTIVITES POUR LES JEUNES
2012;I;1;2318;822;235000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;2318;824;15000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;261;;0;
2012;I;1;274;;12000000;
2012;I;1;274;520;129500;SERVICES COMMUNS
2012;I;1;275;;53400;
2012;I;1;4541;;107000;
2012;I;1;21;;23943003;
2012;I;1;24;;5796000;
2012;I;1;10222;;12500000;
2012;I;1;10223;;1300000;
2012;I;1;1311;823;0;ESPACES VERTS URBAINS
2012;I;1;1318;824;216000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1321;324;61644;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;1321;816;0;AUTRES RESEAUX ET SERVICES DIVERS
