type,osm_id,osm_url,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,alcohol,alt_name,amenity,bar,beverage,building,contact:email,contact:phone,contact:website,cuisine,description,food,int_name,internet_access,layer,microbrewery,name,newsagent,old_name,opening_hours,operator,organic,outdoor_seating,phone,smoking,takeaway,tobacco,website,wheelchair,wheelchair:entrance_width,wheelchair:step_height,wifi
Bars,1626918948,http://www.openstreetmap.org/browse/node/1626918948,,Montpellier,FR,,6,34000,Place des Beaux-Arts,,,bar,,,,,,,,,,,,,,Le Spot,,,,,,,,,,,,limited,,,
Restaurants,616106076,http://www.openstreetmap.org/browse/node/616106076,,,,,,,,,,restaurant,,,,,,,,,,,,,,Brasserie de la Gare,,,,,,,,,,,,,,,
Fast-Foods,635875018,http://www.openstreetmap.org/browse/node/635875018,,,,,,,,,,fast_food,,,,,,,Japanese Sushi,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,600734368,http://www.openstreetmap.org/browse/node/600734368,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Les Sables d'Or,,,,,,,,,,,,,,,
Restaurants,1587217897,http://www.openstreetmap.org/browse/node/1587217897,,,,,,,,,,restaurant,,,,,,,thai,,,,,,,Ban Thai,,,,,,,,,,,,no,,,
Fast-Foods,1624181401,http://www.openstreetmap.org/browse/node/1624181401,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,660179403,http://www.openstreetmap.org/browse/node/660179403,,,,,,,,,,fast_food,,,,,,,,,,,,,,Fast Food Vietnamien,,,,,,,,,,,,,,,
Restaurants,479160973,http://www.openstreetmap.org/browse/node/479160973,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
Cafés,1624157524,http://www.openstreetmap.org/browse/node/1624157524,,,,,,,,,,cafe,,,,,,,,,,,,,,Café des Beaux-Arts,,,,,,,,,,,,no,,,
Fast-Foods,664040562,http://www.openstreetmap.org/browse/node/664040562,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,The Break's,,,,,,,,,,,,,,,
Cafés,660179402,http://www.openstreetmap.org/browse/node/660179402,,,,,,,,,,cafe,,,,,,,,,,,,,,Brasserie,,,,,,,,,,,,,,,
Fast-Foods,664040563,http://www.openstreetmap.org/browse/node/664040563,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,BES,,,,,,,,,,,,,,,
Restaurants,660179400,http://www.openstreetmap.org/browse/node/660179400,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Clémenceau,,,,,,,,,,,,,,,
Cafés,645736568,http://www.openstreetmap.org/browse/node/645736568,,,,,,,,,,cafe,,,,,,,,,,,,,,Bar Gambetta,,,,,,,,,,,,,,,
Restaurants,598980552,http://www.openstreetmap.org/browse/node/598980552,,,,,,,,,,restaurant,,,,,,,,,,,,,,Chez Cisco,,,,,,,,,,,,yes,,,
Restaurants,664040555,http://www.openstreetmap.org/browse/node/664040555,,,,,,,,,,restaurant,,,,,,,,,,,,,,Les Caves du Courreau,,,,,,,,,,,,,,,
Bars,598985818,http://www.openstreetmap.org/browse/node/598985818,,,,,,,,,,bar,,,,,,,,,,,,,,Sound Station,,,,,,,,,,,,,,,
Fast-Foods,660189656,http://www.openstreetmap.org/browse/node/660189656,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Mega Star Kebab,,,,,,,,,,,,,,,
Restaurants,664040559,http://www.openstreetmap.org/browse/node/664040559,,,,,,,,,,restaurant,,,,,,,chinese,,,,,,,Le Canard Laqué,,,,,,,,,,,,,,,
Restaurants,664040758,http://www.openstreetmap.org/browse/node/664040758,,,,,,,,,,restaurant,,,,,,,japanese,,,,,,,Kung Fhu Shi,,,,,,,,,,,,,,,
Restaurants,608314484,http://www.openstreetmap.org/browse/node/608314484,,,,,4,,Rue Cité Benoit,,,restaurant,,,,,,,moroccan,,,,,,,Le Regency,,,,,,,,,,,,,,,
Cafés,1733408819,http://www.openstreetmap.org/browse/node/1733408819,,,,,3,,Rue du Pont de Lattes,,,cafe,,,,,,,,,,,wired,,,Cyber@Games,,,,,,,,,,,,no,,,
Fast-Foods,1721083431,http://www.openstreetmap.org/browse/node/1721083431,,,,,4,34000,Rue Henri René,,,fast_food,,,,,,,,,,,,,,BCBG,,,,,,,+330760731981,,,,,yes,,,
Fast-Foods,660189651,http://www.openstreetmap.org/browse/node/660189651,,,,,,,,,,fast_food,,,,,,,,,,,,,,Mala d'Asie,,,,,,,,,,,,,,,
Restaurants,599009264,http://www.openstreetmap.org/browse/node/599009264,,,,,4,34000,Rue Henri René,,,restaurant,,,,,,,,,,,,,,Le Palmier,,,,,,,+33467659828,,,,,no,,,
Bars,1745312820,http://www.openstreetmap.org/browse/node/1745312820,,,,,,,,,,bar,,,,,,,,,,,,,,Le Printemps,,,,,,,,,,,,,,,
Cafés,-1822963153,http://www.openstreetmap.org/browse/node/2472004143,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,660189643,http://www.openstreetmap.org/browse/node/660189643,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,Speed Burger,,,,,,,,,,,,,,,
Restaurants,599010080,http://www.openstreetmap.org/browse/node/599010080,,,,,,,,,,restaurant,,,,,,,,,,,,,,Bistrot Zoé,,,,,,,,,,,,,,,
Restaurants,674054943,http://www.openstreetmap.org/browse/node/674054943,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Pyramide,,,,,,,,,,,,,,,
Cafés,664045973,http://www.openstreetmap.org/browse/node/664045973,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafés,1733302586,http://www.openstreetmap.org/browse/node/1733302586,,,,,,,,,,cafe,,,,,,,,,,,yes,,,A Gui Bon Téléphonie,,,,,,,,,,,,no,,,
Restaurants,-1958755944,http://www.openstreetmap.org/browse/node/2336211352,,,,,,,,,,restaurant,,,,,,,african,,,,,,,Ô Délices des Saveurs,,,,,,,,,,,,,,,
Restaurants,1624007003,http://www.openstreetmap.org/browse/node/1624007003,,,,,43,,Rue de la Cavalerie,,,restaurant,,,,,,,,,,,,,,QG des Beaux Arts,,,,,,,,,,,,yes,,,
Restaurants,553101443,http://www.openstreetmap.org/browse/node/553101443,,,,,,,,,,restaurant,,,,,,,,,,,,,,L'Escapade,,,,,,,,,,,,,,,
Fast-Foods,598921515,http://www.openstreetmap.org/browse/node/598921515,,,,,10,34000,Rue Henri René,,,fast_food,,,,,,,chinese,,,,,,,To Ly,,,,,,,,,,,,no,,,
Fast-Foods,660189647,http://www.openstreetmap.org/browse/node/660189647,,,,,,,,,,fast_food,,,,,,,sushi,,,,,,,Miami Sushi,,,,,,,,,,,,,,,
Restaurants,598975437,http://www.openstreetmap.org/browse/node/598975437,,,,,2,,Place de Strasbourg,,,restaurant,,,,,+33467670188,,regional,,,,,,,O'Coing,,,,,,,,,,,www.o-coing.com,no,,,
Fast-Foods,599009263,http://www.openstreetmap.org/browse/node/599009263,,,,,9,,Rue Henri René,,,fast_food,,,,,,,kebab,,,,,,,Kosmos,,,,,,,,,,,,no,,,
Fast-Foods,674054935,http://www.openstreetmap.org/browse/node/674054935,,,,,,,,,,fast_food,,,,,,,,,,,,,,Les Délices de Gambetta,,,,,,,,,,,,,,,
Fast-Foods,599009262,http://www.openstreetmap.org/browse/node/599009262,,,,,9,,Rue Henri René,,,fast_food,,,,,,,,,,,,,,Zooba,,,,,,,,,,,,no,,,
Restaurants,598921236,http://www.openstreetmap.org/browse/node/598921236,,,,,3,,Place de Strasbourg,,,restaurant,,,,,+33467223063,,chinese,,,,,,,Parfums d'Asie,,,,,,,,,,,,yes,,,
Restaurants,614102103,http://www.openstreetmap.org/browse/node/614102103,,,,,11,,Rue du Pont de Lattes,,,restaurant,,,,,,,greek,,,,,,,La Petite Aphrodite,,,,,,,,,,,,no,,,
Fast-Foods,579783665,http://www.openstreetmap.org/browse/node/579783665,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Cocon,,,,,,,,,,,,,,,
Bars,1721083426,http://www.openstreetmap.org/browse/node/1721083426,,,,,,,,,,bar,,,,,,,,,,,,,,Le Saphir,,,,,,,,,,,,,,,
Restaurants,598921514,http://www.openstreetmap.org/browse/node/598921514,,,,,11,,Rue Henri René,,,restaurant,,,,,,,african,,,,,,,Saveurs d'Afrique,,,,,,,,,,,,,,,
Restaurants,-1958755937,http://www.openstreetmap.org/browse/node/2336211359,,,,,,,,,,restaurant,,,,,,,african,,,,,,,Le Maquis,,,,,,,,,,,,,,,
Restaurants,598937407,http://www.openstreetmap.org/browse/node/598937407,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Dilemme,,,,,,,,,,,,,,,
Fast-Foods,606350296,http://www.openstreetmap.org/browse/node/606350296,,,,,18,,Rue du Carré du Roi,,,fast_food,,,,,,,,,,,,,,A La Table du Roi,,,,,,,,,,,,yes,,,
Fast-Foods,1703032391,http://www.openstreetmap.org/browse/node/1703032391,,,,,7,,Rue Frédéric Bazille,,,fast_food,,,,,,,,,,,,,,Le Palais Gourmand,,,,,,,,,,,,no,,,
Restaurants,614101693,http://www.openstreetmap.org/browse/node/614101693,,,,,12,,Rue du Pont de Lattes,,,restaurant,,,,,,,,,,,,,,Le Bistrot 12,,,,,,,,,,,,yes,,,
Fast-Foods,1666891260,http://www.openstreetmap.org/browse/node/1666891260,,,,,1,,Boulevard de Strasbourg,,,fast_food,,,,,+33800973434,,pizza,,,,,,,Spizza 34,,,,,,,,,,,,,,,
Restaurants,598936804,http://www.openstreetmap.org/browse/node/598936804,,,,,15,,rue Henri René,,,restaurant,,,,,,,french,,,,,,,La Tulipe,,,,,,,,,,,,,,,
Bars,1703032381,http://www.openstreetmap.org/browse/node/1703032381,,,,,2,,Rue Frédéric Peysson,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
Restaurants,1968608968,http://www.openstreetmap.org/browse/node/1968608968,,,,,,,,,,restaurant,,,,,,,french,,,,,,,L'Atelier Gourmand,,,,,,,,,,,,,,,
Fast-Foods,664050657,http://www.openstreetmap.org/browse/node/664050657,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Pizza cabane,,,,,,,,,,,,,,,
Restaurants,635875020,http://www.openstreetmap.org/browse/node/635875020,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le 6,,,,,,,,,,,,,,,
Cafés,622645245,http://www.openstreetmap.org/browse/node/622645245,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Crépuscule,,,,,,,,,,,,,,,
Restaurants,1702963786,http://www.openstreetmap.org/browse/node/1702963786,,,,,13,,Rue Frédéric Bazille,,,restaurant,,,,,,,pizza,,,,,,,,,,,,,,,,,,,yes,,,
Restaurants,1719508117,http://www.openstreetmap.org/browse/node/1719508117,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1733302605,http://www.openstreetmap.org/browse/node/1733302605,,,,,24,,Rue du Pont de Lattes,,,restaurant,,,,,,,,,,,,,,Le Régal,,,,,,,,,,,,no,,,
Fast-Foods,660200988,http://www.openstreetmap.org/browse/node/660200988,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Florentin,,,,,,,,,,,,,,,
Bars,598920371,http://www.openstreetmap.org/browse/node/598920371,,,,,1,,Place Carnot,,,bar,,,,,,,,,,,,,,Le Carnot,,,,,,,,,,,,yes,,,
Fast-Foods,1666891254,http://www.openstreetmap.org/browse/node/1666891254,,,,,,,,,,fast_food,,,,,,,sushi,,,,,,,Sushi Sakura,,,,,,,,,,,,,,,
Restaurants,1795751729,http://www.openstreetmap.org/browse/node/1795751729,,,,,23,,Rue du Faubourg Saint Jaumes,,,restaurant,,,,,,,,,,,,,,Version Originale,,,,,,,,,,,,no,,,
Restaurants,598918887,http://www.openstreetmap.org/browse/node/598918887,,,,,5,,Place Carnot,,,restaurant,,,,,+33467650085,,regional,,,,,,,Le Ban des Gourmands,,,,,,,,,,,,no,,,
Restaurants,598920372,http://www.openstreetmap.org/browse/node/598920372,,,,,2,,Place Carnot,,,restaurant,,,,,,,,,,,,,,La Chope,,,,,,,,,,,,no,,,
Restaurants,645736569,http://www.openstreetmap.org/browse/node/645736569,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Barbotin,,,,,,,,,,,,,,,
Restaurants,1795770145,http://www.openstreetmap.org/browse/node/1795770145,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1702963829,http://www.openstreetmap.org/browse/node/1702963829,,,,,27,,Rue Frédéric Bazille,,,restaurant,,,,,,,,,,,,,,Restaurant Oriental,,,,,,,,,,,,no,,,
Restaurants,613351515,http://www.openstreetmap.org/browse/node/613351515,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Grenier savoyard,,,,,,,,,,,,,,,
Fast-Foods,664053703,http://www.openstreetmap.org/browse/node/664053703,,,,,,,,,,fast_food,,,,,,,,,,,,,,Les 4 Grillades,,,,,,,,,,,,,,,
Restaurants,613351517,http://www.openstreetmap.org/browse/node/613351517,,,,,,,,,,restaurant,,,,,,,,,,,,,,AJM,,,,,,,,,,,,,,,
Fast-Foods,664053704,http://www.openstreetmap.org/browse/node/664053704,,,,,,,,,,fast_food,,,,,,,,,,,,,,Les saveurs du Liban,,,,,,,,,,,,,,,
Fast-Foods,660247297,http://www.openstreetmap.org/browse/node/660247297,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Super Star Kebab 1,,,,,,,,,,,,,,,
Cafés,674054921,http://www.openstreetmap.org/browse/node/674054921,,,,,,,,,,cafe,,,,,,,,,,,,,,Bonheur Café,,,,,,,,,,,,,,,
Restaurants,1354577227,http://www.openstreetmap.org/browse/node/1354577227,,,,,,,,,,restaurant,,,,,,,asian,,,,,,,Heng-Lay,,,,,,,,,,,,no,,,
Restaurants,-1832003851,http://www.openstreetmap.org/browse/node/2462963445,,,,,,,,,,restaurant,,,,,,,,,,,,,,Les Hockeyeurs,,,,,,,,,,,,yes,96,,
Fast-Foods,660247276,http://www.openstreetmap.org/browse/node/660247276,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,La Tour de Piz'a,,,,,,,,,,,,,,,
Restaurants,1704447902,http://www.openstreetmap.org/browse/node/1704447902,,,,,14,,Place du Nombre d'Or,,,restaurant,,,,,+33467132907,,,,,,,,,La Salida,,,,,,,,,,,,yes,,,
Fast-Foods,660247263,http://www.openstreetmap.org/browse/node/660247263,,,,,,,,,,fast_food,,,,,,,,,,,,,,La Palmeraie,,,,,,,,,,,,,,,
Bars,1354577229,http://www.openstreetmap.org/browse/node/1354577229,,,,,,,,,,bar,,,,,,,,,,,,,,L'Alternatif,,,,,,,,,,,,,,,
Fast-Foods,660247281,http://www.openstreetmap.org/browse/node/660247281,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,
Bars,1704447901,http://www.openstreetmap.org/browse/node/1704447901,,,,,14,,Place du Nombre d'Or,,,bar,,,,,+33467651505,,,,,,,,,Indian Café,,,,,,,,,,,,limited,,,
Restaurants,1795770148,http://www.openstreetmap.org/browse/node/1795770148,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,1704447913,http://www.openstreetmap.org/browse/node/1704447913,,,,,14,,Place du Nombre d'Or,,,fast_food,,,,,,,,,,,,,,Le Terot,,,,,,,,,,,,yes,,,
Fast-Foods,660247249,http://www.openstreetmap.org/browse/node/660247249,,,,,,,,,,fast_food,,,,,,,,,,,,,,L'Amuse Gueule,,,,,,,,,,,,,,,
Bars,660247242,http://www.openstreetmap.org/browse/node/660247242,,,,,,,,,,bar,,,,,,,,,,,,,,Les 3 bocks,,,,,,,,,,,,,,,
Fast-Foods,660247252,http://www.openstreetmap.org/browse/node/660247252,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Kebab d'Or,,,,,,,,,,,,,,,
Restaurants,664073247,http://www.openstreetmap.org/browse/node/664073247,,,,,,,,,,restaurant,,,,,,,,,,,,,,L'Equateur,,,,,,,,,,,,,,,
Bars,1704447889,http://www.openstreetmap.org/browse/node/1704447889,,,,,16,,Place du Nombre d'Or,,,bar,,,,,+33467683172,,,,,,,,,Chez Paul(e),,,,,,,,,,,,yes,,,
Fast-Foods,1704447914,http://www.openstreetmap.org/browse/node/1704447914,,,,,17,,Place du Nombre d'Or,,,fast_food,,,,,+33467656309,,,,,,,,,Les Pates Folles,,,,,,,,,,,,yes,,,
Bars,660247227,http://www.openstreetmap.org/browse/node/660247227,,,,,,,,,,bar,,,,,,,,,,,,,,Le Mistral,,,,,,,,,,,,,,,
Restaurants,664073237,http://www.openstreetmap.org/browse/node/664073237,,,,,,,,,,restaurant,,,,,,,,,,,,,,L'Orient Express,,,,,,,,,,,,,,,
Restaurants,1702963803,http://www.openstreetmap.org/browse/node/1702963803,,,,,30,,Rue Frédéric Bazille,,,restaurant,,,,,,,japanese,,,,,,,,,,,,,,,,,,,no,,,
Restaurants,1711446672,http://www.openstreetmap.org/browse/node/1711446672,,,,,8,,Place du Nombre d'Or,,,restaurant,,,,,,,,,,,,,,La Manolia,,,,,,,,,,,,no,,,
Restaurants,645736539,http://www.openstreetmap.org/browse/node/645736539,,,,,,,,,,restaurant,,,,,,,,,,,,,,Sidi Bousaïd,,,,,,,,,,,,,,,
Cafés,660247229,http://www.openstreetmap.org/browse/node/660247229,,,,,,,,,,cafe,,,,,,,,,,,,,,San James,,,,,,,,,,,,,,,
Restaurants,1704447876,http://www.openstreetmap.org/browse/node/1704447876,,,,,17,,Place du Nombre d'Or,,,restaurant,,,,,+33467648787,www.cafecesar.fr,,,,,,,,Café Cesar,,,,,,,,,,,,yes,,,
Restaurants,1376239010,http://www.openstreetmap.org/browse/node/1376239010,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Cuisine du Faubourg,,,,,,,,,,,,,,,
Restaurants,1376239032,http://www.openstreetmap.org/browse/node/1376239032,,,,,,,,,,restaurant,,,,,,,asian,,,,,,,Le Bayon,,,,,,,,,,,,,,,
Bars,604460672,http://www.openstreetmap.org/browse/node/604460672,,,,,,,,,,bar,,,,,,,,,,,,,,La Pleine Lune,,,,,,,,,,,,,,,
Restaurants,1704461312,http://www.openstreetmap.org/browse/node/1704461312,,,,,,,Place du Nombre d'Or,,,restaurant,,,,,,,,,,,,,,Chocolat Turquoise,,,,,,,,,,,,yes,,,
Restaurants,601725037,http://www.openstreetmap.org/browse/node/601725037,,,,,7,,,,,restaurant,,,,,,,,,,,,,,La Cigale,,,,,,,,,,,,,,,
Restaurants,1702636528,http://www.openstreetmap.org/browse/node/1702636528,,,,,39,,Boulevard Rabelais,,,restaurant,,,,,,,,,,,,,,Le Coq Noir,,,,,,,,,,,,no,,,
Bars,1704461307,http://www.openstreetmap.org/browse/node/1704461307,,,,,22,,Place du Nombre d'Or,,,bar,,,,,,,,,,,,,,Les Bistronomes,,,,,,,,,,,,yes,,,
Fast-Foods,1376239013,http://www.openstreetmap.org/browse/node/1376239013,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Show Pizza,,,,,,,,,,,,,,,
Fast-Foods,1376238971,http://www.openstreetmap.org/browse/node/1376238971,,,,,,,,,,fast_food,,,,,,,sandwich,,,,,,,Snack Sur le Pouce,,,,,,,,,,,,,,,
Fast-Foods,639589431,http://www.openstreetmap.org/browse/node/639589431,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1300558592,http://www.openstreetmap.org/browse/node/1300558592,,,,,,,,,,restaurant,,,,,,,kebab,,,,,,,Chez moi,,,,,,,,,,,,,,,
Fast-Foods,664073226,http://www.openstreetmap.org/browse/node/664073226,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Royal Kebab,,,,,,,,,,,,,,,
Cafés,639589433,http://www.openstreetmap.org/browse/node/639589433,,,,,,,,,,cafe,,,,,,,,,,,,,,Bar des Lilas,,,,,,,,,,,,,,,
Restaurants,1795804496,http://www.openstreetmap.org/browse/node/1795804496,,,,,48,,Rue du Faubourg Saint Jaumes,,,restaurant,,,,,,,pizza,,,,,,,Tudisco Pizza,,,,,,,,,,,,no,,,
Restaurants,1560238757,http://www.openstreetmap.org/browse/node/1560238757,,,,,2,,Place du Nombre d'Or,,,restaurant,,,,,,,,,,,,,,La Grange aux Crêpes,,,,,,,,,,,,yes,,,
Fast-Foods,1704461294,http://www.openstreetmap.org/browse/node/1704461294,,,,,,,Place du Nombre d'Or,,,fast_food,,,,,,,,,,,,,,EFES,,,,,,,,,,,,yes,,,
Restaurants,1795660405,http://www.openstreetmap.org/browse/node/1795660405,,,,,8,,,,,restaurant,,,,,,,,,,,,,,Restaurant Parallèle,,,,,,,,,,,,yes,,,
Restaurants,664073203,http://www.openstreetmap.org/browse/node/664073203,,,,,,,,,,restaurant,,,,,,,,,,,,,,Restaurant Imilchil,,,,,,,,,,,,,,,
Restaurants,1674969686,http://www.openstreetmap.org/browse/node/1674969686,,,,,28 - 30,,Avenue de Palavas,,,restaurant,,,,,,,,,,,,,,L'Imprévu,,,,,,,,,,,,yes,,,
Restaurants,1704461298,http://www.openstreetmap.org/browse/node/1704461298,,,,,23,,Place du Nombre d'Or,,,restaurant,,,,,+33467132916,,,,,,,,,Le Pescator,,,,,,,,,,,,yes,,,
Bars,845850073,http://www.openstreetmap.org/browse/node/845850073,,,,,48,,Rue du Faubourg Saint Jaumes,,,bar,,,,,+33467033154,,,,,,,,,Couleur de Bières,,,,,,,,,,,,no,,,
Fast-Foods,664073209,http://www.openstreetmap.org/browse/node/664073209,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Aybek Kebab,,,,,,,,,,,,,,,
Fast-Foods,674049715,http://www.openstreetmap.org/browse/node/674049715,,,,,,,,,,fast_food,,,,,,,,,,,,,,Traiteur Huot (Exotique),,,,,,,,,,,,no,,,
Restaurants,674049723,http://www.openstreetmap.org/browse/node/674049723,,,,,,,,,,restaurant,,,,,,,,,,,,,,L'Expérience,,,,,,,,,,,,limited,,,
Fast-Foods,635872308,http://www.openstreetmap.org/browse/node/635872308,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Speed Rabbit,,,,,,,,,,,,yes,,,
Fast-Foods,664073208,http://www.openstreetmap.org/browse/node/664073208,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Le Rif,,,,,,,,,,,,,,,
Restaurants,674049722,http://www.openstreetmap.org/browse/node/674049722,,,,,,,,,,restaurant,,,,,,,,,,,,,,International Loulou,,,,,,,,,,,,yes,,,
Fast-Foods,1704449708,http://www.openstreetmap.org/browse/node/1704449708,,,,,1,,,,,fast_food,,,,,,,,,,,,,,Le Fast Good Raphaël,,,,,,,,,,,,yes,,,
Restaurants,664073193,http://www.openstreetmap.org/browse/node/664073193,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,Le Repalatin,,,,,,,,,,,,,,,
Restaurants,1704449711,http://www.openstreetmap.org/browse/node/1704449711,,,,,7,,,,,restaurant,,,,,,,indian,,,,,,,Le Shiva,,,,,,,,,,,,yes,,,
Restaurants,1704449743,http://www.openstreetmap.org/browse/node/1704449743,,,,,11,,,,,restaurant,,,,,,,,,,,,,,Opium Noir,,,,,,,,,,,,yes,,,
Restaurants,1704449678,http://www.openstreetmap.org/browse/node/1704449678,,,,,17,,,,,restaurant,,,,,,,,,,,,,,L'Oracle,,,,,,,,,,,,limited,,,
Cafés,1702887827,http://www.openstreetmap.org/browse/node/1702887827,,,,,77,,Avenue Samuel Champlain,,,cafe,,,,,+33467222381,,,,,,,,,Les trésors aux 7 familles,,,,,,,,,,,,yes,,,
Fast-Foods,617526205,http://www.openstreetmap.org/browse/node/617526205,,,,,,,,,,fast_food,,,,,,,,,,,,,,Coeur d'Orient,,,,,,,,,,,,yes,,,
Restaurants,605005524,http://www.openstreetmap.org/browse/node/605005524,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Jardin des Sens,,,,,,,,,,,,yes,,,
Bars,1702705375,http://www.openstreetmap.org/browse/node/1702705375,,,,,44,,Avenue Frédéric Bazille,,,bar,,,,,,,,,,,,,,Red Turtle,,,,,,,,,,,,yes,,,
Restaurants,1711395886,http://www.openstreetmap.org/browse/node/1711395886,,,,,18,,Place du Millénaire,,,restaurant,,,,,,,,,,,,,,Aux Délires d'Anne,,,,,,,,,,,,no,,,
Fast-Foods,664073188,http://www.openstreetmap.org/browse/node/664073188,,,,,,,,,,fast_food,,,,,,,,,,,,,,Evazion,,,,,,,,,,,,,,,
Fast-Foods,617526208,http://www.openstreetmap.org/browse/node/617526208,,,,,,,,,,fast_food,,,,,,,,,,,,,,Croq'Coeur,,,,,,,,,,,,yes,,,
Restaurants,1704449686,http://www.openstreetmap.org/browse/node/1704449686,,,,,21,,,,,restaurant,,,,,,,,,,,,,,La Plage d'Antigone,,,,,,,,,,,,no,,,
Bars,868234574,http://www.openstreetmap.org/browse/node/868234574,,,,,,,,,,bar,,,,,,,,,,,,,,turtle café,,,,,,,,,,,,,,,
Restaurants,1018061162,http://www.openstreetmap.org/browse/node/1018061162,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,Il Fornetto,,,,,,,,,,,,,,,
Bars,1739563936,http://www.openstreetmap.org/browse/node/1739563936,,,,,56,,Avenue du Pont Juvénal,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
Restaurants,1711395901,http://www.openstreetmap.org/browse/node/1711395901,,,,,22,,Place du Millénaire,,,restaurant,,,,,,,,,,,,,,La Paillote,,,,,,,,,,,,yes,,,
Bars,-1832055732,http://www.openstreetmap.org/browse/node/2462911564,,,,,,,,,,bar,,,,,,,,,,,,,,Au Petit Relais,,,,,,,,,,,,yes,91,,
Cafés,617526204,http://www.openstreetmap.org/browse/node/617526204,,,,,,,,,,cafe,,,,,,,,,,,,,,Café Latin,,,,,,,,,,,,yes,,,
Restaurants,621197851,http://www.openstreetmap.org/browse/node/621197851,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,579814447,http://www.openstreetmap.org/browse/node/579814447,,,,,71,,Avenue Samuel Champlain,,,restaurant,,,,,,,sushi,,,,,,,Sun Osaka,,,,,,,,,,,,no,,,
Fast-Foods,617526201,http://www.openstreetmap.org/browse/node/617526201,,,,,,,,,,fast_food,,,,,,,reunion,,,,,,,Ptit'Fleur,,,,,,,,,,,,yes,,,
Restaurants,1704449712,http://www.openstreetmap.org/browse/node/1704449712,,,,,27,,,,,restaurant,,,,,,,,,,,,,,Le Sweety,,,,,,,,,,,,no,,,
Fast-Foods,617526203,http://www.openstreetmap.org/browse/node/617526203,,,,,,,,,,fast_food,,,,,,,basque,,,,,,,Grill Erretegui,,,,,,,,,,,,yes,,,
Cafés,660247121,http://www.openstreetmap.org/browse/node/660247121,,,,,,,,,,cafe,,,,,,,,,,,,,,La Grande Avenue,,,,,,,,,,,,,,,
Fast-Foods,1704449739,http://www.openstreetmap.org/browse/node/1704449739,,,,,33,,,,,fast_food,,,,,,,,,,,,,,Olive,,,,,,,,,,,,yes,,,
Bars,1739563925,http://www.openstreetmap.org/browse/node/1739563925,,,,,60 bis,,Avenue du Pont Juvénal,,,bar,,,,,,,,,,,,,,Histoire2,,,,,,,,,,,,,,,
Bars,1711395900,http://www.openstreetmap.org/browse/node/1711395900,,,,,38,,Place du Millénaire,,,bar,,,,,,,,,,,,,,Hortus,,,,,,,,,,,,no,,,
Restaurants,1704449641,http://www.openstreetmap.org/browse/node/1704449641,,,,,39,,,,,restaurant,,,,,,,,,,,,,,Deslys,,,,,,,,,,,,yes,,,
